STATE,HOSPITAL,CITY,ZIPCODE,CERT_DESIGNATION,CERT_ORG,OBJECTID,HOSPITAL_LAT,HOSPITAL_LONG,
Texas,Memorial Hermann Sugar Land Hospital,Sugar Land,77479,Primary Stroke Center,The Joint Commission,1630,29.56532,-95.68948,
Texas,Memorial Hermann Southwest Hospital,Houston,77074,Primary Stroke Center,The Joint Commission,1809,29.6926,-95.52174,
Texas,Memorial Hermann Southeast Hospital,Houston,77089,Primary Stroke Center,The Joint Commission,1792,29.5832,-95.20789,
Texas,Memorial Hermann Northeast Hospital,Humble,77338,Primary Stroke Center,The Joint Commission,1628,29.99516,-95.27625,
Texas,Memorial Hermann Memorial City Medical Center,Houston,77024,Primary Stroke Center,The Joint Commission,1626,29.78136,-95.54552,
Texas,Memorial Hermann Katy Hospital,Katy,77494,Primary Stroke Center,The Joint Commission,1624,29.78715,-95.78569,
Texas,Memorial Hermann Hospital System,Houston,77008,Primary Stroke Center,The Joint Commission,1622,29.8115,-95.43037,
Texas,Memorial Hermann - Texas Medical Center,Houston,77030,Comprehensive Stroke Center,The Joint Commission,1985,29.71358,-95.3957,
Texas,Medical City Weatherford,Weatherford,76086,Primary Stroke Center,The Joint Commission,1618,32.74844,-97.78573,
Texas,Medical City Plano,Plano,75075,Comprehensive Stroke Center,DNV GL,1984,33.02116,-96.76573,
Texas,Medical City North Hills,North Richland Hills,76180,Primary Stroke Center,The Joint Commission,1616,32.82931,-97.21398,
Texas,Medical City McKinney,McKinney,75069,Primary Stroke Center,The Joint Commission,1614,33.16034,-96.6372,
Texas,Medical City Lewisville,Lewisville,75057,Primary Stroke Center,The Joint Commission,1612,33.04438,-97.00453,
Texas,Medical City Las Colinas,Irving,75039,Primary Stroke Center,The Joint Commission,1610,32.90214,-96.95701,
Texas,Medical City Fort Worth,Fort Worth,76104,Comprehensive Stroke Center,DNV GL,1983,32.7345,-97.34416,
Texas,Medical City Denton,Denton,76210,Primary Stroke Center,The Joint Commission,1877,33.1779,-97.09137,
Texas,Medical City Dallas Hospital,Dallas,75230,Comprehensive Stroke Center,DNV GL,1982,32.9124365,-96.8019587,
Texas,Medical City Arlington,Arlington,76015,Primary Stroke Center,The Joint Commission,1876,32.69255,-97.11333,
Texas,Medical Center Hospital,Odessa,79761,Primary Stroke Center,The Joint Commission,1608,31.84495,-102.37385,
Texas,McAllen Medical Center,McAllen,78503,Comprehensive Stroke Center,DNV GL,1981,26.18671,-98.22901,
Texas,Longview Medical Center LP,Longview,75605,Primary Stroke Center,The Joint Commission,1606,32.53311,-94.73021,
Texas,Las Palmas Medical Center,El Paso,79902,Primary Stroke Center,The Joint Commission,1604,31.769075,-106.49418,
Texas,Laredo Regional Medical Center,Laredo,78045,Primary Stroke Center,The Joint Commission,1950,27.5905097,-99.4719602,
Texas,Laredo Medical Center,Laredo,78041,Primary Stroke Center,The Joint Commission,1951,27.53248,-99.47807,
Texas,Knapp Medical Center,Weslaco,78596,Primary Stroke Center,The Joint Commission,1947,26.15345,-97.9775,
Texas,Kingwood Pines Hospital,Kingwood,77339,Primary Stroke Center,The Joint Commission,1948,30.04957248,-95.18555849,
Texas,John Peter Smith Hospital,Fort Worth,76104,Comprehensive Stroke Center,DNV GL,1980,32.72712,-97.32696,
Texas,Huntsville Memorial Hospital,Huntsville,77340,Primary Stroke Center,The Joint Commission,1946,30.69873,-95.55897,
Texas,Houston Methodist Willowbrook Hospital,Houston,77070,Primary Stroke Center,DNV GL,1944,29.96585,-95.55162,
Texas,Houston Methodist West Hospital,Houston,77094,Primary Stroke Center,DNV GL,1943,29.78725,-95.6973,
Texas,Houston Methodist The Woodlands Hospital,The Woodlands,77385,Comprehensive Stroke Center,DNV GL,1979,30.2136654,-95.4306596,
Texas,Houston Methodist Sugar Land Hospital,Sugar Land,77479,Primary Stroke Center,DNV GL,1942,29.59032,-95.63059,
Texas,Houston Methodist Hospital,Houston,77030,Comprehensive Stroke Center,DNV GL,1978,29.71004,-95.40038,
Texas,Houston Methodist Clear Lake Hospital,Houston,77058,Primary Stroke Center,DNV GL,1941,29.54815,-95.08613,
Texas,Houston Methodist Baytown Hospital,Baytown,77521,Primary Stroke Center,DNV GL,1940,29.76903,-94.97897,
Texas,Hendrick Medical Center,Abilene,79601,Primary Stroke Center,The Joint Commission,1938,32.47158,-99.73313,
Texas,HCA Houston Healthcare West,Houston,77082,Primary Stroke Center,The Joint Commission,1937,29.72913,-95.59428,
Texas,HCA Houston Healthcare Tomball,Tomball,77375,Primary Stroke Center,The Joint Commission,1643,30.09481,-95.62151,
Texas,HCA Houston Healthcare Southeast,Pasadena,77504,Primary Stroke Center,The Joint Commission,1936,29.66165,-95.18463,
Texas,HCA Houston Healthcare Pearland,Pearland,77584,Primary Stroke Center,The Joint Commission,1935,29.55599,-95.367535,
Texas,HCA Houston Healthcare Northwest,Houston,77090,Primary Stroke Center,The Joint Commission,1945,30.01993,-95.44206,
Texas,HCA Houston Healthcare North Cypress,Cypress,77429,Level II Stroke Facility,State,1775,29.979895,-95.653265,
Texas,HCA Houston Healthcare Mainland,Houston,77590,Level II Stroke Facility,State,1772,29.39377,-94.98682,
Texas,HCA Houston Healthcare Kingwood,Kingwood,77339,Comprehensive Stroke Center,DNV GL,1977,30.05054,-95.25383,
Texas,HCA Houston Healthcare Conroe,Conroe,77304,Primary Stroke Center,The Joint Commission,1934,30.28468,-95.46773,
Texas,HCA Houston Healthcare Clearlake,Webster,77598,Primary Stroke Center,The Joint Commission,1933,29.54059,-95.12755,
Texas,Harris Health System,Houston,77030,Comprehensive Stroke Center,DNV GL,1976,29.7047091,-95.3993267,
Texas,"Harlingen Medical Center, L.P.",Harlingen,78550,Primary Stroke Center,The Joint Commission,1900,26.15739,-97.67533,
Texas,Doctors Hospital at Renaissance,Edinburg,78539,Comprehensive Stroke Center,The Joint Commission,1974,26.25384505,-98.20635989,
Texas,DeTar Healthcare System,Victoria,77901,Primary Stroke Center,The Joint Commission,1704,28.80808,-96.999,
Texas,Dell Seton Medical Center at The University of Texas,Austin,78701,Comprehensive Stroke Center,DNV GL,1973,30.27137,-97.743635,
Texas,Del Sol Medical Center,El Paso,79925,Primary Stroke Center,The Joint Commission,1602,31.7861658,-106.3938879,
Texas,Dallas Regional Medical Center,Mesquite,75149,Primary Stroke Center,The Joint Commission,1891,32.77905,-96.60114,
Texas,Cuero Regional Hospital,Cuero,77954,Level III Stroke Facility,State,1910,29.11277,-97.28296,
Texas,Covenant Medical Center,Lubbock,79410,Primary Stroke Center,The Joint Commission,1888,33.5769,-101.89209,
Texas,Corpus Christi Medical Center - Doctors Regional,Corpus Christi,78411,Primary Stroke Center,The Joint Commission,1885,27.75297,-97.38863,
Texas,Corpus Christi Medical Center - Bay Area,Corpus Christi,78412,Primary Stroke Center,The Joint Commission,1882,27.6905,-97.34534,
Texas,Connally Memorial Medical Center,Floresville,78114,Level III Stroke Facility,State,1909,29.15949,-98.17376,
Texas,Clear Lake Regional Medical Center,Webster,77598,Comprehensive Stroke Center,DNV GL,1971,29.54047,-95.122065,
Texas,City Hospital at White Rock,Dallas,75218,Primary Stroke Center,The Joint Commission,1647,32.83439,-96.70485,
Texas,Citizens Medical Center,Victoria,77901,Primary Stroke Center,DNV GL,1874,28.81268,-96.9778,
Texas,CHRISTUS St. Mmichael Hospital,Texarkana,75503,Primary Stroke Center,The Joint Commission,1823,33.446905,-94.048045,
Texas,CHRISTUS St. Michael Hospital - Atlanta,Atlanta,75551,Level III Stroke Facility,State,1908,33.10561,-94.16335,
Texas,CHRISTUS Spohn Health System Corporation,Corpus Christi,78404,Primary Stroke Center,The Joint Commission,1873,27.77609,-97.403535,
Texas,CHRISTUS Southeast Texas Health System,Beaumont,77702,Primary Stroke Center,The Joint Commission,1872,30.08575,-94.1312,
Texas,CHRISTUS Santa Rosa Hospital - Westover Hills,San Antonio,78251,Primary Stroke Center,The Joint Commission,1787,29.46637,-98.69669,
Texas,CHRISTUS Santa Rosa Hospital - New Braunfels,San Antonio,78130,Primary Stroke Center,The Joint Commission,1783,29.71512,-98.12265,
Texas,CHRISTUS Santa Rosa Health Care Corporation,San Antonio,78229,Primary Stroke Center,The Joint Commission,1871,29.4957767,-98.5634533,
Texas,CHRISTUS Santa Rosa Health Care Corporation,San Antonio,78229,Acute Stroke Ready Hospital             ,The Joint Commission,1887,29.4957767,-98.5634533,
Texas,CHRISTUS Mother Frances Hospital,Tyler,75701,Comprehensive Stroke Center,The Joint Commission,1970,32.34262,-95.2919,
Texas,CHRISTUS Hopkins Health Alliance,Sulphur Springs,75482,Primary Stroke Center,The Joint Commission,1870,33.13643,-95.60281,
Texas,CHRISTUS Good Shepherd Medical Center,Longview,75601,Primary Stroke Center,The Joint Commission,1819,32.50091,-94.73072,
Texas,CHI St. Luke's Health - The Woodlands Hospital,The Woodlands,77384,Comprehensive Stroke Center,DNV GL,1969,30.20526,-95.45849,
Texas,CHI St. Luke's Health - Memorial Lufkin,Lufkin,75904,Primary Stroke Center,The Joint Commission,1620,31.3366,-94.74157,
Texas,CHI St. Luke's Health - Brazosport,Lake Jackson,77566,Primary Stroke Center,The Joint Commission,1672,29.03185,-95.45253,
Texas,CHI St. Joseph Health Regional Hospital,Bryan,77802,Primary Stroke Center,The Joint Commission,1815,30.65593,-96.34671,
Texas,CHI St. Joseph Health Madison Hospital,Madisonville,77864,Level III Stroke Facility,State,1907,30.94186,-95.9107,
Texas,CHI St. Joseph Health Grimes Hospital,Navasota,77868,Level III Stroke Facility,State,1906,30.39258,-96.07768,
Texas,CHI St. Joseph Health College Station Hospital,College Station,77845,Primary Stroke Center,The Joint Commission,1811,30.58171,-96.2899,
Texas,CHI St. Joseph Health Burleson Hospital,Caldwell,77386,Level III Stroke Facility,State,1905,30.51997,-96.71661,
Texas,Central Texas Medical Center,San Marcos,78666,Primary Stroke Center,The Joint Commission,1790,29.85233,-97.94597,
Texas,Cedar Park Regional Medical Center,Cedar Park,78613,Primary Stroke Center,The Joint Commission,1780,30.53255,-97.81113,
Texas,Bellville Medical Center,Bellville,77418,Level III Stroke Facility,State,1904,29.949455,-96.254975,
Texas,Baylor University Medical Center,Dallas,75246,Comprehensive Stroke Center,DNV GL,1967,32.78965,-96.77949,
Texas,Baylor St. Luke's Medical Center,Houston,77030,Comprehensive Stroke Center,DNV GL,1966,29.70871,-95.39996,
Texas,Baylor Scott & White Memorial Hospital,Temple,76508,Comprehensive Stroke Center,The Joint Commission,1988,31.07894,-97.36577,
Texas,Baylor Scott & White Medical Centers - Capitol Area,Pflugerville,78660,Acute Stroke Ready Hospital             ,The Joint Commission,1884,30.43934,-97.62627,
Texas,Baylor Scott & White Medical Center - Waxahachie,Waxahachie,75165,Primary Stroke Center,The Joint Commission,1703,32.42735,-96.85847,
Texas,Baylor Scott & White Medical Center - McKinney,McKinney,75071,Primary Stroke Center,The Joint Commission,1706,33.22059,-96.68213,
Texas,Baylor Scott & White Medical Center - Lakeway,Lakeway,78738,Level II Stroke Facility,State,1779,30.32758844,-97.96394758,
Texas,Baylor Scott & White Medical Center - Lake Pointe,Rowlett,75088,Primary Stroke Center,The Joint Commission,1949,32.91763,-96.50866,
Texas,Baylor Scott & White Medical Center - Irving,Irving,75061,Primary Stroke Center,The Joint Commission,1701,32.83513,-96.96107,
Texas,Baylor Scott & White Medical Center - Hillcrest,Waco,76712,Primary Stroke Center,The Joint Commission,1939,31.48916,-97.15695,
Texas,Baylor Scott & White Medical Center - Grapevine,Grapevine,76051,Primary Stroke Center,The Joint Commission,1712,32.93399,-97.09382,
Texas,Baylor Scott & White Medical Center - Centennial,Frisco,75035,Primary Stroke Center,The Joint Commission,1773,33.13599,-96.780835,
Texas,Baylor Scott & White Medical Center - Brenham,Brenham,77833,Level III Stroke Facility,State,1903,30.14556,-96.39943,
Texas,Baylor Scott & White Medial Center - Plano,Plano,75093,Comprehensive Stroke Center,DNV GL,1965,33.01419,-96.79108,
Texas,Baylor Scott & White Hospital - Round Rock,Round Rock,78665,Primary Stroke Center,The Joint Commission,1650,30.56083,-97.68566,
Texas,Baylor Scott & White Hospital - College Station,College Station,77845,Primary Stroke Center,The Joint Commission,1649,30.58277,-96.27958,
Texas,Baylor Scott & White All Saints Medical Center,Fort Worth,76104,Primary Stroke Center,The Joint Commission,1699,32.72967,-97.34559,
Texas,Baptist St. Anthony's Hospital,Amarillo,79106,Primary Stroke Center,DNV GL,1777,35.21415,-101.866975,
Texas,Baptist Medical Center,San Antonio,78205,Primary Stroke Center,The Joint Commission,1697,29.43347,-98.49206,
Texas,Ascension Seton Williamson,Round Rock ,78665,Primary Stroke Center,DNV GL,1695,30.5573735,-97.667953,
Texas,Ascension Seton Medical Center Austin,Austin,78705,Comprehensive Stroke Center,DNV GL,1963,30.30481,-97.74559,
Texas,Ascension Seton Hays,Kyle,78640,Primary Stroke Center,DNV GL,1652,29.9890278,-97.8788443,
Texas,Ascension Providence,Waco,76712,Primary Stroke Center,The Joint Commission,1693,31.5015002,-97.1724043,
Texas,AdventHealth Central Texas,Killeen,76549,Primary Stroke Center,The Joint Commission,1641,31.11248,-97.80086,
Texas,Abilene Regional Medical Center,Abilene,79606,Primary Stroke Center,The Joint Commission,1691,32.37459,-99.74361,
Utah,Valley View Medical Center,Cedar City,84720,Stroke Receiving Facility,State,1755,37.67037,-113.07006,
Utah,VA SLC Health Care System,Salt Lake City,84148,Stroke Receiving Facility,State,1754,40.7582933,-111.8386899,
Utah,Utah Valley Specialty Hsopital,Provo,84604,Stroke Receiving Facility,State,1753,40.2515633,-111.6869201,
Utah,Utah Valley Hospital,Provo,84604,Primary Stroke Center,The Joint Commission,1752,40.24679,-111.66694,
Utah,Utah State Hospital,Provo,84603,Stroke Receiving Facility,State,1751,40.23234,-111.66035,
Utah,University of Utah Hospitals and Clinics,Salt Lake City,84132,Comprehensive Stroke Center,DNV GL,1926,40.77304,-111.837,
Utah,University Neuropsychiatric Institute,Salt Lake City,84108,Stroke Receiving Facility,State,1750,40.7356812,-111.8293348,
Utah,Uintah Basin Medical Center,Roosevelt,84066,Stroke Receiving Facility,State,1749,40.30375,-109.99563,
Utah,Timpanogos Regional Hospital,Orem,84057,Primary Stroke Center,The Joint Commission,1924,40.3224139,-111.71768,
Utah,The Orthopedic Specialty Hospital,Murray,84107,Stroke Receiving Facility,State,1748,40.67045749,-111.8664329,
Utah,St. Mark's Hospital,Salt Lake City,84124,Primary Stroke Center,The Joint Commission,1921,40.68479003,-111.8479581,
Utah,South Davis Community Hospital,Bountiful,84010,Stroke Receiving Facility,State,1747,40.888445,-111.88564,
Utah,"Shriners Hospital for Children, Intermountain",Salt Lake City,84103,Stroke Receiving Facility,State,1746,40.77763,-111.896765,
Utah,Sevier Valley Medical Center,Richfield ,84701,Stroke Receiving Facility,State,1745,38.76392,-112.089865,
Utah,Sanpete Valley Hospital,Mt. Pleasant ,84647,Stroke Receiving Facility,State,1744,39.53175,-111.46107,
Utah,San Juan Hospital Health Services,Monticello ,84535,Stroke Receiving Facility,State,1743,37.87427,-109.3496,
Utah,Promise Specialty Hospital of SL,Salt Lake City,84102,Stroke Receiving Facility,State,1742,40.75849,-111.870165,
Utah,Primary Children's Medical Center,Salt Lake City,84113,Stroke Receiving Facility,State,1741,40.76369,-111.831935,
Utah,Pioneer Valley Hospital,West Valley City,84120,Stroke Receiving Facility,State,1740,40.69955518,-111.9898753,
Utah,Park City Medical Center,Park City,84060,Stroke Receiving Facility,State,1739,40.6667702,-111.4948623,
Utah,Orem Community Hospital,Orem,84057,Stroke Receiving Facility,State,1738,40.30299,-111.70788,
Utah,Ogden Regional Medical Center,Ogden,84405,Primary Stroke Center,The Joint Commission,1922,41.16461,-111.96986,
Utah,Mountain West Medical center,Tooele,84074,Stroke Receiving Facility,State,1737,40.5669,-112.29678,
Utah,Mountain View Hospital,Payson,84651,Stroke Receiving Facility,State,1736,40.0436,-111.73257,
Utah,Milford Valley Memorial Hospital,Milford,84751,Stroke Receiving Facility,State,1735,38.40721,-113.00932,
Utah,McKay Dee Hospital,Ogden,84403,Primary Stroke Center,The Joint Commission,1923,41.18352,-111.95326,
Utah,Logan Regional Hospital,Logan,84341,Stroke Receiving Facility,State,1734,41.75612,-111.82271,
Utah,LDS Hospital,Salt Lake City,84143,Stroke Receiving Facility,State,1733,40.779065,-111.8791,
Utah,Lakeview Hospital,Bountiful,84010,Stroke Receiving Facility,State,1732,40.888445,-111.88564,
Utah,Kane County Hospital,Kanab,84741,Stroke Receiving Facility,State,1731,37.0546,-112.52959,
Utah,Jordan Valley Medical Center,West Jordan,84088,Primary Stroke Center,DNV GL,1925,40.59004,-111.97507,
Utah,Intermountain Medical Center,Murray,84107,Comprehensive Stroke Center,The Joint Commission,1920,40.65931,-111.8903,
